id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
151,786500910J-10T,10TER,Route de la Passerelle,78110,Le Vésinet,OSM,635246.0522225755,6867072.903068446,01010000206A080000DCEABC1ADC62234198DFCB3920325A41,2020-03-22,17
152,785310640H-97,97,Rue de Lommoye,78710,Rosny-sur-Seine,OSM,600454.0136315809,6877852.596029347,01010000206A080000F4B7FA060C53224146582526A73C5A41,2020-03-22,57
153,785280090Y-5120,5120,Route de la Corniche,78270,Rolleboise,C+O,598117.1216786844,6880807.607571084,01010000206A08000024AB4C3ECA402241D471E2E6893F5A41,2020-03-22,58
154,780960095G-11,11,Rue de la Fontaine Saint-Germain,78113,Bourdonné,OSM,601845.9149970766,6850038.074263995,01010000206A080000307F7AD4EB5D2241C5BDC0847D215A41,2020-03-22,59
155,784010050G-30,30,Rue des Annonciades,78250,Meulan-en-Yvelines,OSM,620700.7885630777,6879065.51905918,01010000206A0800002B8ABE9339F12241FF433861D63D5A41,2020-03-22,60
156,784900020M-7,7,Rue Alexandre Dumas,78370,Plaisir,OSM,622698.5342730063,6857916.664581222,01010000206A080000423B8C11D5002341AE7F882A2F295A41,2020-03-22,61
157,786470060Y-7,7,Chemin des Cauvilles,78930,Vert,OSM,604517.3559498566,6872042.097893228,01010000206A080000420F3FB6CA722241F5E14386FA365A41,2020-03-22,62
158,782082520F-2,2,Rue de Varsovie,78990,Élancourt,OSM,624113.5099686718,6855222.847733989,01010000206A0800001F9D1A05E30B2341104641B68D265A41,2020-03-22,-1
159,785011080S-55,55,Avenue Tibaldi,78440,Porcheville,CAD,610928.2914742015,6875957.03085076,01010000206A080000461B3C95E0A422417775F941CD3A5A41,2020-03-22,4
160,784020620X-103,103,Rue Nationale,78970,Mézières-sur-Seine,OSM,611902.3217361344,6874002.547301502,01010000206A0800003E99BAA47CAC2241E1FC06A3E4385A41,2020-03-22,-1
161,785510740E-80,80,Rue de Fourqueux,78100,Saint-Germain-en-Laye,C+O,632465.705024366,6865814.234266557,01010000206A08000026F4F868234D23412839FE8EE5305A41,2020-03-22,36
162,785170530Z-24B,24BIS,Rue Maurice Dechy,78120,Rambouillet,OSM,613007.4737574549,6839311.331768078,01010000206A0800004E5690F21EB522412DB03BD503175A41,2020-03-22,63
163,78464B015B-7B,7BIS,L'Etang Guillemet,78125,Orcemont,CAD,611989.1767640543,6834739.017374357,01010000206A08000071D1805A2AAD224156A91CC18C125A41,2020-03-22,64
164,782970006L-4,4,Square Anne Frank,78280,Guyancourt,C+O,630186.3164827952,6853885.278490597,01010000206A0800006E080AA2543B23413ACAD2513F255A41,2020-03-22,46
165,782170201W-2,2,Allée de Chanouville,78680,Épône,C+O,613655.1546911409,6873168.330920701,01010000206A0800005EAD334F2EBA224105CE2D1514385A41,2020-03-22,65
166,783210479W-340,340,Rue du Moulin,78760,Jouars-Pontchartrain,C+O,618468.3652746927,6853058.463796419,01010000206A080000D64805BBC8DF22412DD7AE9D70245A41,2020-03-22,66
167,781650370F-72,72,Rue Henri Prou,78340,Les Clayes-sous-Bois,OSM,625180.4926671003,6858448.891252795,01010000206A080000B7DC3EFC381423412A490A39B4295A41,2020-03-22,67
168,785511465T-13B,13BIS,Rue de Poissy,78100,Saint-Germain-en-Laye,OSM,633211.8711045992,6866888.393078933,01010000206A0800000A6C01BEF75223418A342819F2315A41,2020-03-22,32
169,786210608G-42,42,Avenue de la Tourelle,78190,Trappes,OSM,624747.749316042,6852631.591910013,01010000206A0800002E5AA67FD710234189DAE1E505245A41,2020-03-22,8
170,781260375F-1T,1TER,Allée du Dauphiné,78170,La Celle-Saint-Cloud,OSM,637913.758164769,6861553.2334723845,01010000206A080000302C2E84B37723412836F14EBC2C5A41,2020-03-22,-1
171,786830660U-8,8,Rue de la Vierge,78640,Villiers-Saint-Frédéric,OSM,618109.7267709133,6857973.436795782,01010000206A08000031511B74FBDC22414C76F45B3D295A41,2020-03-22,68
172,780100034P-1,1,Clos de la Moutonnière,78580,Les Alluets-le-Roi,OSM,620407.2872956254,6868498.473728297,01010000206A08000087691893EEEE22417E90519E84335A41,2020-03-22,69
173,782630462E-4,4,Impasse des Vieilles Tuileries,78950,Gambais,OSM,603030.9068657104,6855394.764155725,01010000206A080000D0B350D02D6722416AEDE7B0B8265A41,2020-03-22,70
174,784550150F-5,5,Chemin des Princes,78590,Noisy-le-Roi,OSM,631505.9493455081,6860543.2247722,01010000206A0800004C9D10E6A3452341F0AA62CEBF2B5A41,2020-03-22,71
175,785710126A-5,5,Rue Charles de Gaulle,78860,Saint-Nom-la-Bretèche,OSM,628002.2408112703,6862198.025006992,01010000206A080000659D4B7B442A2341EDB699815D2D5A41,2020-03-22,11
176,782970062X-3,3,Rue Eric Satie,78280,Guyancourt,OSM,630508.7911632536,6853064.900766588,01010000206A08000098591395D93D2341E728A63972245A41,2020-03-22,46
177,781520072N-4,4,Allée des Capucines,78450,Chavenay,OSM,625956.6139555093,6862141.517337287,01010000206A0800006360583A491A2341DA0D1C614F2D5A41,2020-03-22,72
178,786462060B-29T,29TER,Avenue de Normandie,78000,Versailles,OSM,637247.3365288286,6858291.814448989,01010000206A080000B2814DAC7E722341A7EE1FF48C295A41,2020-03-22,-1
179,786430418E-27,27,Rue Philippe de Beaumanoir,78540,Vernouillet,OSM,624234.7776750899,6873029.5980698215,01010000206A080000EC6D2B8ED50C2341A5C64666F1375A41,2020-03-22,-1
180,781600640W-40,40,Route de Milon,78460,Chevreuse,OSM,631031.6676947367,6846406.500907957,01010000206A080000A415DC55EF4123413FE00EA0F11D5A41,2020-03-22,73
181,780100023C-2,2,Chemin des Genêts d'Albert,78580,Les Alluets-le-Roi,C+O,620978.0242367617,6868874.108200594,01010000206A080000C6C2680C64F322412FC2EC86E2335A41,2020-03-22,69
182,782200325T-1,1,Rue Hector Berlioz,78690,Les Essarts-le-Roi,OSM,617823.4310614818,6846742.45035876,01010000206A0800002E17B4DCBEDA22418CADD29C451E5A41,2020-03-22,74
183,781240275F-6B,6BIS,Impasse Crepelle,78420,Carrières-sur-Seine,CAD,640174.3831988936,6868898.477053973,01010000206A08000038A532C45C892341630D889EE8335A41,2020-03-23,6
184,784180030L-5,5,Avenue Alphonse Daudet,78360,Montesson,C+O,637312.4095690033,6870652.838252068,01010000206A0800004507B3D10073234100ECA5359F355A41,2020-03-23,5
185,780730200W-18,18,Rue Édouard Vaillant,78390,Bois-d'Arcy,C+O,627965.4594909794,6856164.725721546,01010000206A080000D36642EBFA292341C938722E79275A41,2020-03-23,53
186,785220080N-7,7,Rue de la Glacière,78730,Rochefort-en-Yvelines,OSM,625113.6624974142,6831940.773901336,01010000206A0800006FDC3253B313234178998731D10F5A41,2020-03-23,75
187,785610025J-6,6,Rue du Clair Bois,78470,Saint-Lambert,OSM,626361.1410471215,6847902.301863402,01010000206A0800000C543748721D2341E0BA5193671F5A41,2020-03-23,76
188,784550090R-34,34,Rue de la Fosse Verte,78590,Noisy-le-Roi,OSM,631238.3414688469,6860414.175618112,01010000206A0800003401D5AE8C432341C0533D8B9F2B5A41,2020-03-23,71
189,782970016X-30,30,Rue Benoît Frachon,78280,Guyancourt,C+O,631179.3932632662,6852633.702170569,01010000206A08000086CD59C916432341D45CF06C06245A41,2020-03-23,77
190,784840003V-14,14,Rue de Beauvoyer,78200,Perdreauville,OSM,598752.3222440843,6876660.464706501,01010000206A080000372DFDA4C045224156C0BD1D7D3B5A41,2020-03-23,40
191,785861382A-84,84,Rue du Général Leclerc,78500,Sartrouville,OSM,638703.5293189393,6870266.048651225,01010000206A0800005BE4020FDF7D2341071A1D833E355A41,2020-03-23,24
192,784231675C-8,8,Rue Jean-Jacques Rousseau,78180,Montigny-le-Bretonneux,OSM,629234.4696396737,6852258.7950478345,01010000206A0800007F9C74F0E43323415010E2B2A8235A41,2020-03-23,78
193,784981640N-21,21,Boulevard Robespierre,78300,Poissy,OSM,630143.8359434849,6870783.782826684,01010000206A080000D2C800ACFF3A234118D519F2BF355A41,2020-03-23,79
194,781230260U-327,327,Rue Pasteur,78955,Carrières-sous-Poissy,OSM,628115.3852516033,6871573.547885853,01010000206A080000BAB23FC5262B2341D38F106385365A41,2020-03-23,-1
195,783620636N-50,50,Rue de la Mauldre,78711,Mantes-la-Ville,OSM,606291.2793821234,6875339.778334252,01010000206A080000762C0B8FA6802241773AD0F1323A5A41,2020-03-23,80
196,784981290H-3,3,Rue aux Moutons,78300,Poissy,OSM,629908.6036917481,6870291.295649702,01010000206A080000B615173529392341BAECEBD244355A41,2020-03-23,79
197,785170641V-37E,37E,Rue du Pré en Eau,78120,Rambouillet,OSM,615754.7340108745,6839631.246994649,01010000206A080000FA45D07795CA2241A5C2CECF53175A41,2020-03-23,30
198,780890850H-41,41,Rue Raymond Pochon,78270,Bonnières-sur-Seine,C+O,596162.2688929955,6882607.656602569,01010000206A080000BC57AC8984312241C8C605EA4B415A41,2020-03-23,-1
199,784981910G-5,5,Avenue de Versailles,78300,Poissy,OSM,630345.5202246882,6870245.649371719,01010000206A080000EDE35A0A933C2341664E8F6939355A41,2020-03-23,79
200,780050370B-78,78,Avenue de Poissy,78260,Achères,OSM,631576.141275108,6873180.513793563,01010000206A080000013655483046234165FEE12017385A41,2020-03-23,25
201,781722020U-86,86,Rue de Pierrefitte,78700,Conflans-Sainte-Honorine,OSM,633023.8189784412,6878134.756099699,01010000206A0800006A2451A37F512341FEEF63B0ED3C5A41,2020-03-23,7
202,785480007W-28,28,Route de Dampierre,78720,Saint-Forget,OSM,627601.4261093353,6845295.428412533,01010000206A080000B7002BDA22272341671C6BDBDB1C5A41,2020-03-23,81
203,781721990L-25,25,Rue Pierre Le Guen,78700,Conflans-Sainte-Honorine,OSM,635595.7076940987,6878838.433405661,01010000206A08000083E1566A9765234119EBBC9B9D3D5A41,2020-03-23,7
204,784010100L-8,8,Rue de Beauvais,78250,Meulan-en-Yvelines,OSM,620036.8056386472,6879094.135936594,01010000206A08000034AB7C9C09EC2241662FB388DD3D5A41,2020-03-23,60
205,786210460W-44,44,Rue de Montfort,78190,Trappes,C+O,626454.8683108301,6853683.078569122,01010000206A080000B43C93BC2D1E2341C84607C50C255A41,2020-03-23,82
206,781240570B-61,61,Rue Louis Gandillet,78420,Carrières-sur-Seine,OSM,640064.1955870971,6868647.95581898,01010000206A080000F3FD2364808823415F232CFDA9335A41,2020-03-23,6
207,78367B013W-5214,5214,Le Buisson Guerin,78750,Mareil-Marly,CAD,632173.2750530482,6865528.295289582,01010000206A080000CDC0D38CDA4A23414606E6129E305A41,2020-03-23,36
208,786462050R-3,3,Rue de Noailles,78000,Versailles,OSM,636534.4897583127,6855874.921279413,01010000206A080000009AC1FAEC6C2341ED3DF6BA30275A41,2020-03-23,83
209,785710126A-60,60,Rue Charles de Gaulle,78860,Saint-Nom-la-Bretèche,OSM,627563.6809842711,6862429.791402481,01010000206A0800006BF8A95CD72623419756A672972D5A41,2020-03-23,11
210,780720055T-5A,5A,Rue de la Borne,78200,Boinvilliers,C+O,601995.3969999703,6869410.372358511,01010000206A080000829443CB165F2241CBB8D49768345A41,2020-03-23,-1
211,786740126C-1,1,Avenue Bicherel,78450,Villepreux,OSM,627002.2549576691,6857918.0368524175,01010000206A080000C5CF8982742223413ECA5B822F295A41,2020-03-23,84
212,781720110T-87,87,Rue Aristide Briand,78700,Conflans-Sainte-Honorine,OSM,633487.875362605,6878456.040090728,01010000206A08000001872FC01F552341B3D890023E3D5A41,2020-03-23,7
213,781330083H-1B,1BIS,Chemin de la Marnière,78240,Chambourcy,OSM,628918.3468742484,6867894.132676912,01010000206A080000618099B16C3123414DC77D88ED325A41,2020-03-23,85
214,784980740K-31,31,Boulevard Gambetta,78300,Poissy,OSM,630056.5085507454,6870633.257642174,01010000206A08000068C36004513A23419A357D509A355A41,2020-03-23,79
215,782380130C-5018,5018,Rue Roger Vassieux,78410,Flins-sur-Seine,C+O,617628.4785569815,6874887.167077461,01010000206A080000B26B05F538D92241AA65B1CAC1395A41,2020-03-23,86
216,781240085Z-155,155,Rue de Bezons,78420,Carrières-sur-Seine,OSM,640988.3360881932,6868457.191462649,01010000206A0800006DC013ACB88F23418EEC404C7A335A41,2020-03-23,6
217,784400240U-7C,7C,Rue des Frères Latuner,78130,Les Mureaux,C+O,620235.115769305,6877065.520200912,01010000206A080000461D463B96ED2241C4F84A61E23B5A41,2020-03-24,0
218,784400130Z-32,32,Rue Colaze,78130,Les Mureaux,OSM,619935.1446783701,6877428.684838953,01010000206A0800008848134A3EEB2241C366D42B3D3C5A41,2020-03-24,0
219,782420624X-12,12,Allée des Sablons,78330,Fontenay-le-Fleury,OSM,629436.8292741883,6856970.170099678,01010000206A0800005CA096A879352341C3E9E28A42285A41,2020-03-24,3
220,783271080Y-15,15,Chemin Latéral,78820,Juziers,C+O,615936.7414767611,6877440.5388979325,01010000206A0800008FD7A27B01CC2241C14D7D22403C5A41,2020-03-24,1
221,783270124J-3,3,Impasse du Bel Air,78820,Juziers,OSM,615948.8596734193,6877669.810928535,01010000206A0800004A1D27B819CC2241CC40E673793C5A41,2020-03-24,1
222,783271350S-83,83,Avenue de Paris,78820,Juziers,OSM,615964.4153900483,6877335.366599845,01010000206A0800002101AED438CC2241325F76D7253C5A41,2020-03-24,1
223,783271860W-1C,1C,Rue des Vergers,78820,Juziers,OSM,615755.3537665872,6877449.297785992,01010000206A080000E5E420B596CA2241FAEC0E53423C5A41,2020-03-24,1
224,786810066G-4,4,Allée de la Plaine,78770,Villiers-le-Mahieu,OSM,609762.7818280814,6862973.758883064,01010000206A08000031C54B90C59B2241458A91701F2E5A41,2020-03-24,2
225,780030266X-9,9,Chemin de l'Orme Aigu,78660,Ablis,OSM,614934.7631781026,6826813.137396856,01010000206A080000BF47BF862DC422412F1CCB48CF0A5A41,2020-03-24,-1
226,780030190P-8,8,Chemin des Layons,78660,Ablis,OSM,615050.934803558,6827073.708823432,01010000206A0800006C929EDE15C52241F55C5D6D100B5A41,2020-03-24,-1
227,780730009N-41,41,Rue Clément Ader,78390,Bois-d'Arcy,OSM,629163.8256922059,6856440.747433338,01010000206A080000FA20C1A657332341A4F2D52FBE275A41,2020-03-24,3
228,780730530E-7,7,Rue Pierre Curie,78390,Bois-d'Arcy,OSM,629405.2570899341,6856077.96703723,01010000206A080000B64AA1833A3523411FF0E37D63275A41,2020-03-24,3
229,785011050J-55,55,Boulevard de la République,78440,Porcheville,OSM,610189.7430166512,6875515.347368806,01010000206A080000B3AD6C7C1B9F22415F4A3BD65E3A5A41,2020-03-24,4
230,785010133M-6,6,Allée des Bleuets,78440,Porcheville,OSM,610331.7178890271,6875218.298423067,01010000206A0800008B268F6F37A02241105D1993143A5A41,2020-03-24,4
231,784180430W-24,24,Avenue Molière,78360,Montesson,OSM,636882.0319161308,6870338.5699310135,01010000206A080000A44F5710A46F2341EEBF79A450355A41,2020-03-24,5
232,784180095G-17,17,Place Berthelot,78360,Montesson,CAD,637056.8303856029,6870335.330993179,01010000206A0800003F4D28A90171234104FE2ED54F355A41,2020-03-24,5
233,784180020A-28,28,Avenue Alfred de Musset,78360,Montesson,OSM,637200.8289988532,6870478.337886156,01010000206A080000A68972A82172234141ED9F9573355A41,2020-03-24,5
234,781720800T-17,17,Rue Désiré Foucher,78700,Conflans-Sainte-Honorine,C+O,633117.218183456,6877245.4973003995,01010000206A080000F0BDB56F3A5223410EC5D35F0F3C5A41,2020-03-24,7
235,781721860V-13,13,Avenue de la Paix,78700,Conflans-Sainte-Honorine,OSM,633233.8901362059,6877455.347950645,01010000206A080000CBEEBFC723532341C8D244D6433C5A41,2020-03-24,7
236,781240740L-19,19,Rue Paul Doumer,78420,Carrières-sur-Seine,OSM,641176.8814810789,6868935.462569887,01010000206A080000EC7C51C331912341BABE9ADDF1335A41,2020-03-24,6
237,786210392X-14,14,Square Léo Lagrange,78190,Trappes,C+O,625387.7672624103,6853531.354109716,01010000206A0800005F9ED688D7152341CCBBA9D6E6245A41,2020-03-24,8
238,786210392X-19,19,Square Léo Lagrange,78190,Trappes,C+O,625387.7672624103,6853531.354109716,01010000206A0800005F9ED688D7152341CCBBA9D6E6245A41,2020-03-24,8
239,786210402H-24,24,Avenue du Mahatma Gandhi,78190,Trappes,OSM,625602.506521396,6853450.981602884,01010000206A080000BDC5560385172341E794D2BED2245A41,2020-03-24,8
240,783581380P-51,51,Rue du Maréchal Foch,78600,Maisons-Laffitte,OSM,636842.9318522858,6871703.42859149,01010000206A08000028BE1BDD556F2341000B6EDBA5365A41,2020-03-24,9
241,783580960H-34,34,Rue du Haut des Petits Bois,78600,Maisons-Laffitte,OSM,636544.6998144591,6871643.302893998,01010000206A080000AE144E66016D2341829D62D396365A41,2020-03-24,9
242,783640180J-2,2,Sentier de la Natterie,78770,Marcq,OSM,612911.0654052568,6863153.547481828,01010000206A0800003ECC7C215EB4224139F109634C2E5A41,2020-03-24,-1
243,78655A007A-3,3,Clos de Bagatelle,78125,Vieille-Église-en-Yvelines,OSM,617276.7962610091,6841440.87482592,01010000206A080000E285AF9779D62241DB25FD3718195A41,2020-03-24,-1
244,78255B008C-5447,5447,Les Belles Cotes,78840,Freneuse,CAD,597522.0254530071,6882762.774829812,01010000206A080000322D080D243C2241C8CF96B172415A41,2020-03-24,10
245,782550070N-5,5,Rue d'Auvergne,78840,Freneuse,OSM,597433.080343802,6882572.480849448,01010000206A080000A4D22229723B2241C33CC61E43415A41,2020-03-24,10
246,785710170Y-12,12,Rue Claude Monet,78860,Saint-Nom-la-Bretèche,OSM,627997.4488117239,6862562.276629679,01010000206A08000078A6CAE53A2A2341F84CB491B82D5A41,2020-03-24,11
247,781650855H-60,60,Avenue de Villepreux,78340,Les Clayes-sous-Bois,OSM,626435.8055391861,6858973.4838290755,01010000206A080000D8A16F9C071E23413A0EF75E372A5A41,2020-03-24,12
248,780290656H-43,43,Boulevard Victor Hugo,78410,Aubergenville,OSM,615021.5989518807,6875253.218702854,01010000206A08000027D2A932DBC42241413AFF4D1D3A5A41,2020-03-24,-1
249,782170720K-122,122,Boulevard de Mantes,78680,Épône,OSM,614530.5991841037,6875006.434122142,01010000206A0800004342C83205C122413DA8C89BDF395A41,2020-03-24,-1
250,783620523R-34,34,Avenue Jean Jaurès,78711,Mantes-la-Ville,OSM,605764.2558813443,6876333.995396856,01010000206A0800002BE10283887C22410495B47F2B3B5A41,2020-03-24,-1
251,782671260E-51,51,Rue Pasteur,78440,Gargenville,OSM,612813.3271101183,6876969.422767242,01010000206A08000039FA7AA79AB32241569E0E5BCA3B5A41,2020-03-24,44
252,783830132Z-27,27,Rue du Bois d'Acacias,78310,Maurepas,OSM,619359.6423513306,6853536.16824346,01010000206A0800000B46E248BFE622413880C40AE8245A41,2020-03-24,-1
253,781460940H-91T,91TER,Boulevard Jean Jaurès,78400,Chatou,OSM,638479.0918448442,6867081.232037377,01010000206A0800009449062F1E7C23414CB3D94E22325A41,2020-03-24,13
254,781460910A-3,3,Place du 8 Mai,78400,Chatou,OSM,638259.4721193968,6867036.307882608,01010000206A08000032A2B9F1667A23414159B41317325A41,2020-03-24,13
255,781460310Y-5,5,Avenue des Champagnes,78400,Chatou,OSM,638275.6005189179,6867098.077500407,01010000206A08000032377733877A234144C4F58426325A41,2020-03-24,13
256,78138B017W-9001,9001,Le Chapitre,78570,Chanteloup-les-Vignes,CAD,629252.8863335255,6876388.549118089,01010000206A0800000382CDC50934234132C02423393B5A41,2020-03-24,14
257,781380180S-25,25,Rue de la Forêt,78570,Chanteloup-les-Vignes,OSM,629331.0354004938,6876326.312795941,01010000206A08000076032012A634234144D90494293B5A41,2020-03-24,14
258,780620480Y-51,51,Rue de la République,78650,Beynes,OSM,617488.684730229,6862182.312806353,01010000206A080000E8F5945E21D82241F0040594592D5A41,2020-03-24,-1
259,780620402N-23,23,Rue Moreau,78650,Beynes,CAD,617353.0703444956,6861914.793743018,01010000206A0800009831042412D7224184AFCCB2162D5A41,2020-03-24,-1
260,780620200U-10,10,Rue de Fleubert,78650,Beynes,OSM,617459.854144755,6861904.819816272,01010000206A0800001A7652B5E7D72241ABDE7734142D5A41,2020-03-24,-1
261,784150020N-3,3,Rue du Fort,78124,Montainville,OSM,616429.3579579189,6865399.280979706,01010000206A080000A64246B7DACF22414E92FBD17D305A41,2020-03-24,-1
262,783970397B-3,3,Rue de la Lambruche,78320,Le Mesnil-Saint-Denis,OSM,623185.726206843,6849986.380750056,01010000206A0800002262D173A30423417C355E9870215A41,2020-03-24,15
263,783970470F-14,14,Avenue de Noailles,78320,Le Mesnil-Saint-Denis,OSM,622506.3081295276,6849511.716897922,01010000206A0800004827C39D54FF2241D2A7E1EDF9205A41,2020-03-24,15
264,783970480S-68,68,Avenue de la Paix,78320,Le Mesnil-Saint-Denis,OSM,622548.4391916757,6849759.1166362595,01010000206A08000038BBDDE0A8FF2241EEF776C737215A41,2020-03-24,15
265,786720142D-29,29,Allée du Coteau,78670,Villennes-sur-Seine,OSM,625981.2280924114,6871691.325926155,01010000206A0800004F87C8747A1A234160F9DBD4A2365A41,2020-03-24,-1
266,786720250W-1,1,Avenue Irène,78670,Villennes-sur-Seine,C+O,626151.7379810723,6871550.3530635,01010000206A080000B5A7D879CF1B2341A69798967F365A41,2020-03-24,-1
267,781721958B-9,9,Allée du Petit Prince,78700,Conflans-Sainte-Honorine,OSM,633895.564648646,6879271.8135884255,01010000206A08000099A019214F58234130D511F4093E5A41,2020-03-24,7
268,781720050C-149,149,Rue de l'Ambassadeur,78700,Conflans-Sainte-Honorine,OSM,634264.5759779935,6879327.882576379,01010000206A0800006B96E626315B2341A3217CF8173E5A41,2020-03-24,7
269,781721958B-6,6,Allée du Petit Prince,78700,Conflans-Sainte-Honorine,OSM,633961.9837498643,6879270.720216004,01010000206A080000ED0FAEF7D3582341DE0418AE093E5A41,2020-03-24,7
270,784020840L-23,23,Rue de Villeneuve,78970,Mézières-sur-Seine,OSM,611508.0812768136,6872590.205983327,01010000206A080000511D9D2968A92241B1D42E8D83375A41,2020-03-24,-1
271,785710045M-12,12,Rue Alphonse Daudet,78860,Saint-Nom-la-Bretèche,OSM,627940.2885672614,6862650.727242992,01010000206A0800008D16BF93C829234131268BAECE2D5A41,2020-03-24,11
272,783100680M-37,37,Grande Rue,78550,Houdan,OSM,597251.7272239669,6855399.958848396,01010000206A08000025B35674073A2241AAC55DFDB9265A41,2020-03-24,-1
